token	weight	state_id
barlau	197	41663
barlyq	231	5696
barlyqtaryn	201	47571
barlyqtaryna	201	47572
barlyqtaryñ	176	5701
barlyqtaryña	170	12758
barlyqtaryñnyñ	213	70629
barlyqtaryñyz	181	5703
barlyqtaryñyzdy	205	55894
barlyqtaryñyzdyñ	210	65277
barlyqtaryñyzğa	154	5705
barlyğy	108	278
barlyğyda	200	46253
barlyğymen	192	35388
barlyğymyz	150	4296
barlyğymyzda	211	66299
barlyğymyzdy	210	50261
barlyğymyzdyñ	202	50262
barlyğymyzğa	188	29124
barlyğyn	123	679
barlyğyna	144	3068
barlyğynan	180	20486
barlyğynda	182	21960
barlyğynyñ	172	14263
barlyğyñ	169	12106
barlyğyña	170	12995
barlyğyñdy	203	51175
barlyğyñyz	196	30540
barlyğyñyzdy	221	83155
barlyğyñyzğa	189	30542
barma	231	2507
barmady	170	6818
barmadym	157	6819
barmadyma	198	43341
barmadyn	195	38563
barmadyq	186	27611
barmadyñ	173	14686
barmadyñba	195	38495
barmadyñdar	212	67546
barmadyñyz	204	54276
barmai	231	2508
barmaiaq	181	20824
barmaidy	231	95844
barmaima	184	24551
barmaimyn	141	2511
barmaimyz	157	6655
barmaimyzba	203	51182
barmaisyn	169	12158
barmaisynba	200	47200
barmaisyz	191	33578
barmaisyzba	212	68260
barmaisyzdar	228	91948
barmaisyñ	152	5060
barmaisyñba	189	30269
barmaisyñdar	201	47936
barmaisyñdarma	223	85856
barmaityn	231	77183
barmaityndar	217	77186
barmaiyn	203	51379
barmane	174	15282
barmap	207	43128
barmappyn	222	85480
barmapty	198	43130
barmaq	191	33897
barmaqtai	199	45148
barmaqşy	203	52080
barmasa	168	9111
barmasada	222	85654
barmasam	163	9112
barmasaq	189	30740
barmasañ	175	16493
barmasañdar	215	73350
barmasañyz	220	81798
barmasyn	201	49225
barmau	194	37965
barmauy	223	50448
barmauym	202	50449
barmauymda	207	58616
barmauğa	218	78803
barmağaly	191	33706
barmağan	171	13394
barmağanda	216	75175
barmağandar	223	86259
barmağanym	210	57797
barmağanyma	206	57798
barmağanyñ	226	89524
barmeken	167	11398
barmyn	231	95026
barmysyñ	231	96888
barmyz	231	96393
barn	231	48330
barni	201	48331
barograf	225	89333
barokallahu	210	64382
barokatuhu	199	44387
barokko	217	77264
barometr	198	43987
barq	223	65792
barqyt	211	65794
barsa	136	540
barsada	196	40828
barsai	162	8621
barsaişy	221	83201
barsam	120	541
barsamba	181	20968
barsamda	185	26333
barsan	158	7227
barsanda	204	44475
barsandar	199	44476
barsany	228	92280
barsaq	147	3625
barsaqpa	216	75904
barsaqta	208	60140
barsañ	148	3978
barsañda	198	29594
barsañdar	188	29595
barsañyz	184	24488
barsañyzdar	215	74342
barsañyzşy	217	77259
barsik	217	77993
barsn	176	17009
barsyn	231	18813
barsynba	178	18815
barsyz	177	17984
barsyzba	194	38063
barsyñ	231	10658
barsyñba	166	10660
barsyñdar	194	38218
barsyñdarma	204	53554
bart	190	32177
barter	191	33763
baru	231	2809
barudan	216	75644
barudy	186	27381
barudyñ	209	62800
baruym	146	3481
baruymda	213	70249
baruymyz	184	24908
baruyñ	204	53845
baruğa	143	2811
baruşy	189	30536
bary	231	2677
barya	216	74944
barym	231	22026
barymda	210	65139
barymdy	182	22028
barymen	188	29301
barymta	228	91838
barymtaşy	230	94252
barymyzdy	202	50094
barymşa	196	40940
baryn	231	2678
baryna	161	8064
barynda	192	34128
baryndar	195	38802
barynşa	142	2680
baryp	231	14341
baryppa	203	52084
barypsyñ	220	81968
barypta	216	75360
barypty	172	14343
barys	172	3327
barysy	173	3328
barysyn	181	3329
barysynda	145	3331
barysyndağy	201	49055
baryña	175	16186
baryñdar	177	17374
baryñdy	193	35886
baryñyz	176	17336
baryñyzdar	211	66656
baryñyzğa	204	53457
barğa	182	4151
barğaly	190	32553
barğam	157	6852
barğan	231	12717
barğanba	213	70921
barğanbyz	179	19673
barğanda	231	47843
barğandai	206	56502
barğandar	201	47844
barğandaryñ	221	83298
barğandağy	215	73294
barğandy	207	58706
barğanmen	205	56027
barğanmyn	189	30328
barğannan	184	24879
barğansoñ	179	19530
barğansyn	222	85047
barğansyñ	216	74578
barğany	197	37058
barğanym	194	37059
barğanyma	217	77260
barğanymda	199	44964
barğanymdy	204	54279
barğanymyz	209	63086
barğanyn	201	48988
barğanyñ	200	46549
barğanyñdy	214	72197
barğanğa	195	39568
barğanşa	170	12719
barğasyn	149	4154
barğasyñ	228	91974
barğo	231	1742
barğoi	136	1743
barğym	231	43879
barğymda	219	80980
barğymyz	198	43881
barğysy	170	12738
barğyñ	231	65741
barğyñyz	211	65743
barğyş	228	92506
barşa	158	1308
barşalaryñyzğa	199	45059
barşamyz	198	8194
barşamyzdan	216	75543
barşamyzdy	219	70867
barşamyzdyñ	213	70868
barşamyzğa	161	8196
barşañyzdy	214	72639
barşañyzdyñ	226	90213
barşañyzğa	132	1313
barşağa	176	16805
barşy	231	29764
barşylyq	188	29767
barşyn	210	63872
barşyğar	202	49834
bas	231	153
basa	231	4084
basady	172	14135
basaiyn	189	30694
basaiyq	206	56532
basam	149	4085
basamyn	189	31397
basamyz	183	23160
basar	196	40067
basasyn	182	22260
basasyz	183	23403
basasyñ	180	20411
basat	200	46236
base	231	12541
baseke	169	12543
basenova	221	83899
baskasynyñ	216	75214
basketbol	160	7662
basketbolşy	219	80895
baskiım	197	41354
basma	187	28577
basna	231	97207
baspa	231	18674
baspahana	220	82001
baspai	185	26304
baspaidy	203	51761
baspaldaq	206	56577
baspaldaqty	222	85547
baspana	178	18676
baspanaly	196	40056
baspanağa	225	88960
baspaq	197	41771
baspasöz	192	34557
baspau	216	75053
baspağa	211	59690
baspağan	208	59691
baspen	231	96662
basqa	231	4024
basqada	160	7807
basqadai	209	63332
basqadan	187	27977
basqalai	175	16082
basqalar	231	5021
basqalarda	187	15575
basqalardan	174	15576
basqalardy	177	16585
basqalardyñ	176	16586
basqalarmen	172	14130
basqalary	231	12607
basqalaryda	209	62437
basqalaryn	170	12608
basqalaryna	181	21310
basqalarynan	207	58775
basqalarynyñ	211	66210
basqalaryñ	185	25941
basqalaryñyz	210	65077
basqalarğa	152	5023
basqalarğada	210	64282
basqama	201	47953
basqamen	170	12904
basqamyn	222	85456
basqamyz	204	53445
basqan	231	18227
basqanda	189	30760
basqany	231	18228
basqanyñ	177	18229
basqanğa	195	38398
basqara	197	35099
basqarady	194	38005
basqaratyn	192	35102
basqardy	195	38829
basqarma	210	36540
basqarmasy	193	36542
basqarmasynyñ	197	42068
basqaru	149	4026
basqarudy	201	28127
basqarudyñ	187	28128
basqaruğa	200	47053
basqaruşy	200	46054
basqaruşylyq	211	65824
basqaryp	189	30514
basqarğan	180	19977
basqasy	231	16125
basqasymen	209	62255
basqasyn	231	16126
basqasyna	175	16127
basqasynan	206	56132
basqasynda	207	58646
basqasynyñ	183	23377
basqağa	231	95960
basqaşa	231	75375
basqaşalau	216	75378
basqosu	226	89896
basqy	212	68314
basqym	218	78837
basqynşylyq	215	74065
basqūdyq	212	69003
basqūr	210	65192
bassai	194	37168
bassam	168	11605
bassan	181	21279
bassañ	168	11751
bassañyz	185	25852
bassein	173	14749
basseinge	188	29474
bassyn	183	23955
bassyz	225	79925
bassyzdyq	219	79928
basta	231	155
bastady	231	5787
bastadym	155	5788
bastadyma	214	72648
bastadyn	188	29886
bastadyq	183	23090
bastadyñ	168	11848
bastadyñba	196	40142
bastadyñdar	210	65090
bastadyñyz	204	53790
bastai	231	2570
bastaidy	152	5049
bastaimyn	170	12691
bastaimyz	141	2573
bastaimyzba	204	52782
bastaisyz	186	26675
bastaisyñ	188	29456
bastaityn	178	18735
bastaiyn	167	10981
bastaiyq	162	8666
bastaiyqşy	203	51907
bastal	213	7033
bastala	193	7034
bastalad	158	7035
bastalady	231	95077
bastalaiyn	196	40574
bastalarda	212	68267
bastalatyn	163	9125
bastaldy	231	16260
bastaldyma	175	16262
bastalmady	187	27809
bastalmai	173	14743
bastalsa	167	10930
bastalsyn	198	43146
bastalu	194	15069
bastaluy	173	15070
bastaluyna	199	45697
bastalyp	231	63192
bastalypty	209	63194
bastalğaly	176	16789
bastalğan	158	7048
bastalğanda	173	14906
bastalğannan	200	46264
bastalğany	215	73867
bastalğanşa	205	55983
bastama	179	17402
bastamadym	193	36237
bastamai	180	20057
bastamas	203	17403
bastamasy	177	17404
bastamaşy	218	78603
bastan	231	95675
bastap	98	156
bastapqy	156	6236
bastapqyda	192	35333
bastapty	203	52385
bastar	175	13942
bastary	172	13943
bastarymdy	205	54727
bastaryn	182	22907
bastaryna	190	32248
bastarynda	204	53828
bastaryñ	180	20048
bastaryña	195	38931
bastaryñdy	200	46309
bastasa	183	13838
bastasai	172	13839
bastasam	177	17606
bastasan	199	44674
bastasaq	191	33652
bastasañ	192	34240
bastau	149	4228
bastauda	219	80263
bastaudy	215	73438
bastaudyñ	224	88139
bastauy	180	20251
bastauym	214	72025
bastauyş	231	34786
bastauyşpen	222	84833
bastauyşqa	201	48577
bastauyşta	192	34788
bastauyştan	203	52281
bastauyştar	206	56634
bastauyştağy	217	76716
bastauyşty	214	47274
bastauyştyñ	200	47275
bastauğa	178	18872
bastauşy	211	65521
bastañdar	194	37636
bastañyz	177	18073
bastağaly	209	62048
bastağam	194	37812
bastağan	231	19851
bastağanda	179	19853
bastağannan	208	60032
bastağasyn	221	84116
bastağy	206	46870
bastağym	200	46871
bastağyñ	227	91042
bastaş	231	38460
bastaşy	195	38461
basty	231	2057
bastyktan	221	83820
bastym	138	2058
bastyn	194	38133
bastyq	231	16371
bastyqpen	199	44882
bastyqqa	175	16373
bastyqta	214	27405
bastyqtan	197	41754
bastyqtar	186	27406
bastyqtary	212	67462
bastyqtaryñ	215	74432
bastyqtarğa	218	79465
bastyqty	210	29398
bastyqtyñ	188	29399
bastyrmai	217	77151
bastyru	220	82123
bastyryp	185	26303
bastysy	231	95046
bastyñ	231	97376
bastyğy	171	13407
bastyğym	196	40194
bastyğymen	221	83052
bastyğyn	214	54492
bastyğyna	205	54493
bastyğynyñ	205	55718
bastyğyñ	200	46347
bastyğyña	220	82445
basu	231	31232
basudy	194	37339
basuy	221	83864
basuğa	189	31234
basuşy	228	92489
basy	231	223
basyl	199	6433
basylady	181	21466
basylaiyn	214	71212
basylar	200	46476
basylatyn	200	46372
basyldy	156	6435
basyldym	224	21900
basyldyma	182	21901
basylmady	208	60998
basylmai	170	13029
basylmaidy	191	33188
basylmasa	211	66832
basylmağan	216	75027
basylsa	198	43317
basylu	215	73315
basylvp	228	92066
basylym	195	39301
basylyp	231	94955
basylğan	180	20025
basylğanda	215	73521
basym	231	2173
basyma	153	5238
basymda	176	17112
basymdau	221	83809
basymdy	139	2175
basymdyq	213	70443
basymmen	190	31413
basymnan	164	9829
basymnyñ	207	58471
basymyz	161	8310
basymyzda	211	30725
basymyzdan	189	30726
basymyzdy	188	29635
basymyzğa	189	30824
basyn	231	1300
basyna	231	1301
basynan	132	1302
basynda	231	11529
basyndağy	168	11531
basyndağylar	227	91110
basyndy	164	9488
basynnan	195	38378
basynyp	196	40545
basyp	106	224
basypty	214	71250
basyr	224	87158
basys	217	77788
basyñ	133	1453
basyña	150	4275
basyñdar	201	48550
basyñdarşy	204	54214
basyñdağy	211	65515
basyñdy	151	4684
basyñmen	196	40123
basyñnan	177	17473
basyñnyñ	209	63360
basyñqy	202	50431
basyñyz	164	9701
basyñyzdan	206	57030
basyñyzdar	213	70157
basyñyzdy	193	36684
basyñyzğa	193	35544
basyñyzşy	196	40671
basşy	231	8969
basşylar	194	26791
basşylary	186	26792
basşylaryna	215	73226
basşylarynyñ	206	56274
basşylyq	186	26533
basşylyqqa	186	26535
basşylyğy	214	47567
basşylyğymen	201	47570
basşylyğyna	226	89637
basşymyz	224	87097
basşynyñ	214	71431
basşysy	163	8971
basşysyna	213	70667
basşysynyñ	195	39164
basşyğa	218	78531
bata	231	18128
batady	184	24554
bataly	230	93661
batam	202	49368
batan	209	61954
batareia	177	18132
batareikasy	217	77623
batasy	204	20168
batasyn	180	20169
batat	207	59491
batağa	201	47664
batia	79	63
batianyñ	210	64640
batima	188	28943
batl	170	12626
batlğa	197	42600
baton	171	13228
batonşik	208	60099
batpa	215	37867
batpai	194	37868
batpaidy	205	55592
batpan	208	60491
batpaq	202	49987
batpaqty	216	74875
batqan	200	45895
batqanşa	221	83388
batsa	203	51287
batterfliai	227	91454
batty	177	17962
batu	195	39057
batut	204	54189
baty	199	5475
batyl	165	10040
batyldyq	198	44221
batyldyğy	228	92052
batym	226	90477
batyp	154	5476
batyr	231	15899
batyra	178	18739
batyrda	204	52695
batyrdan	205	54852
batyrdy	195	16112
batyrdyñ	175	16113
batyrhan	231	84401
batyrhandy	230	94533
batyrhannyñ	222	84404
batyrhanova	223	86062
batyrjan	190	31635
batyrlar	175	15902
batyrlary	200	46121
batyrlyq	201	48942
batyrma	218	79266
batyrmasy	219	79934
batyrmen	214	71233
batyru	217	76453
batyry	187	28151
batyrym	195	38592
batyryp	188	28927
batyrğa	188	29346
batys	231	36079
batysqa	193	36081
batysta	194	37146
batystan	198	43023
batystyq	209	62938
batystyñ	198	44142
batysy	216	74842
bau	231	2880
baubek	188	28993
bauka	231	34767
baukada	215	69500
baukadan	213	69501
baukamen	201	48881
baukanyñ	192	34770
baukağa	193	35847
bauke	196	40103
baulu	195	38772
baurap	181	21700
baurym	159	7430
bauy	231	2881
bauyberık	222	85086
bauyr	231	2882
bauyrdai	227	91464
bauyrdan	191	33610
bauyrdy	194	35437
bauyrdyñ	193	35438
bauyrjan	231	31062
bauyrjandy	213	69406
bauyrjanmen	218	78745
bauyrjannan	221	83018
bauyrjannyñ	197	42348
bauyrjanqyzy	189	31066
bauyrjanğa	201	49071
bauyrlar	143	2885
bauyrlardy	224	72468
bauyrlardyñ	214	72469
bauyrlarmen	220	82629
bauyrlary	181	3539
bauyrlarym	146	3540
bauyrlaryma	197	41634
bauyrlarymdy	204	53584
bauyrlarymmen	214	72621
bauyrlarymnyñ	206	56441
bauyrlarymyz	203	51829
bauyrlarymyzdyñ	229	93565
bauyrlaryn	193	33333
bauyrlaryna	191	33334
bauyrlarynyñ	206	57800
bauyrlaryñ	176	17291
bauyrlaryña	202	49547
bauyrlaryñdy	215	73645
bauyrlaryñnyñ	201	48724
bauyrlaryñyz	206	57382
bauyrlarğa	202	50839
bauyrlas	212	67745
bauyrlastyq	229	93010
bauyrlyq	229	93223
bauyrmal	191	32758
bauyrmaldyq	208	59972
bauyrmaşyl	210	64482
bauyrsaq	157	6654
bauyrsaqqa	221	83161
bauyrsaqty	213	70490
bauyry	169	12547
bauyrym	231	24057
bauyryma	188	29553
bauyrymdy	197	41964
bauyrymen	203	51751
bauyrymmen	211	66758
bauyrymnyñ	186	27212
bauyrymyz	184	24059
bauyrymyzdyñ	206	57088
bauyrymyzğa	218	78159
bauyryn	188	27156
bauyryna	186	27157
bauyrynyñ	212	68437
bauyryñ	177	17342
bauyryñdy	211	67221
bauyryñnyñ	205	55499
bauyryñyz	203	51985
bauyrğa	195	38987
bavariia	188	29334
baza	231	4220
bazada	188	29781
bazadan	191	33478
bazalyq	194	36966
bazany	203	51766
bazanyñ	229	93510
bazar	231	4221
bazara	173	14574
bazarbaeva	197	42098
bazarbai	231	97327
bazarbek	203	51591
bazardamyn	211	66368
bazardan	151	4826
bazardasyñ	216	75082
bazardağy	196	40181
bazardy	195	28477
bazardyñ	187	28478
bazare	201	48338
bazarhan	209	63044
bazarkul	214	71608
bazarkül	203	52473
bazarly	217	56397
bazarlyq	206	56398
bazaru	191	33335
bazary	183	4222
bazaryn	207	4223
bazaryna	203	51335
bazarynan	222	84390
bazarynda	149	4225
bazarğa	231	95300
bazasy	190	32282
bazasyn	196	40014
bazağa	187	28461
bazda	217	76906
bazilik	220	82585
bazis	218	78758
bazistık	228	91973
bazofilder	223	86577
bazu	197	41250
bazy	202	49453
bazğa	219	80998
bağa	231	417
bağada	162	8865
bağadan	206	56280
bağady	200	46076
bağala	179	4401
bağalai	176	16592
bağalaidy	193	35876
bağalaimyn	188	29614
bağalaityn	194	36995
bağalaiyq	205	55989
bağalamadyñ	224	87934
bağalamai	207	58598
bağalamaidy	212	68215
bağalamaityn	216	76085
bağalamağan	215	73799
bağalanady	192	35052
bağalanyp	215	72837
bağalap	164	9564
bağalar	185	9372
bağalardy	203	51162
bağalary	164	9373
bağalaryn	170	12633
bağalaryñ	192	34757
bağalaryñdy	193	35513
bağalau	150	4402
bağalaudy	202	45191
bağalaudyñ	199	45192
bağalauğa	196	40871
bağalañdar	208	60107
bağaly	174	15798
bağalyq	228	92219
bağam	183	17122
bağama	215	72931
bağamdy	197	41377
bağamen	176	17124
bağamyn	214	72628
bağamyz	209	63159
bağan	145	2404
bağana	231	2405
bağanada	201	5369
bağanadan	153	5370
bağanaly	185	25599
bağanağy	140	2407
bağanağydai	204	53598
bağanağydan	212	67261
bağanağyny	194	38226
bağandap	186	26752
bağandy	198	43497
bağany	167	11420
bağanyñ	203	52477
bağanşa	230	94529
bağar	224	88082
bağasy	114	419
bağasyda	202	50905
bağasymen	180	20437
bağasyn	138	2143
bağasyna	174	15739
bağasynan	206	57197
bağasynda	213	69779
bağasynyñ	212	68372
bağasyz	223	86485
bağasyñ	218	79305
bağat	229	37857
bağatyn	194	37859
bağañ	192	34403
bağañdy	201	48721
bağağa	174	15649
bağban	208	60826
bağdagül	192	34642
bağdar	178	8676
bağdarlama	162	8680
bağdarlamada	207	58769
bağdarlamalar	175	16311
bağdarlamalary	189	31289
bağdarlamalaryn	205	55009
bağdarlamalau	212	68307
bağdarlamalyq	190	31546
bağdarlamamen	213	69856
bağdarlamany	193	36765
bağdarlamanyñ	195	39676
bağdarlamasy	162	8682
bağdarlamasymen	213	69691
bağdarlamasyn	184	24434
bağdarlamasyna	194	38037
bağdarlamasynan	223	86435
bağdarlamasynda	205	55107
bağdarlamasynyñ	193	35432
bağdarlamağa	204	54104
bağdarlamaşy	200	97673
bağdarlanu	229	93279
bağdarlau	204	53065
bağdarly	225	88885
bağdarşam	188	29737
bağdat	231	58090
bağdatqa	207	58092
bağdattan	227	91659
bağdatty	219	80170
bağdaulet	231	97473
bağila	164	9804
bağilanyñ	221	83863
bağilağa	224	88058
bağjan	168	11701
bağlan	231	61403
bağlandy	219	79938
bağlanmen	225	88532
bağlannyñ	208	61406
bağlanova	225	88840
bağu	185	25154
bağuğa	208	61017
bağy	164	6858
bağym	231	57378
bağyma	211	66056
bağymdy	206	57380
bağymyz	218	79414
bağyn	188	22625
bağyna	196	40143
bağynatyn	213	70807
bağynbai	215	73318
bağynbaidy	217	76390
bağynbaityn	215	74466
bağyndy	213	22627
bağyndyr	219	22628
bağyndyra	182	22629
bağyndyrar	197	42385
bağyndyratyn	215	73984
bağyndyrsyn	223	87001
bağyndyru	212	68469
bağyndyryp	197	41380
bağyndyrğan	211	65705
bağynu	204	53198
bağynyp	212	68172
bağynyñqy	195	39103
bağynyñqyly	207	58717
bağynyşty	201	48297
bağynğan	213	70570
bağyp	231	96130
bağyt	163	6859
bağytqa	196	40606
bağytta	163	6861
bağyttalğan	157	6865
bağyttar	196	25568
bağyttary	185	25569
bağyttau	205	55922
bağyttauşy	213	69258
bağyttağy	189	30549
bağytty	196	40278
bağyttylyq	225	89090
bağyttyñ	212	68142
bağyty	168	11835
bağytyn	180	19968
bağytyna	194	37461
bağytynda	196	40596
bağytyndağy	209	62215
bağyñ	178	18594
bağyñdy	198	43079
bağyştap	199	44523
bağyştau	223	86895
bağzy	227	91543
başka	231	97199
başpai	230	94270
başqūrt	205	55063
başşy	198	43113
be	56	9
bed	175	13094
beda	203	51683
bede	198	21323
bedel	212	21324
bedeldı	181	21326
bedelı	201	47937
beder	207	59213
bederlı	219	80084
bedeu	211	65628
bednyi	182	22393
bedıñ	170	13096
beg	197	24742
begaiym	204	53462
begaliev	216	76160
begalieva	217	76659
begaly	184	24745
begarys	187	27711
begemot	217	77214
begu	201	48734
begım	190	31729
bei	169	6562
beibarys	231	80890
beibarysty	219	80892
beibas	210	64469
beibereket	224	87889
beibi	194	37856
beibıt	231	76800
beibıtke	217	76802
beibıtşılık	231	97251
beidjik	218	78247
beihabar	223	86170
beijai	226	89696
beikünä	217	77368
beimaral	189	30966
beimaza	227	91514
beimezgıl	225	88852
beimälım	203	51267
beine	157	6564
beinejazba	221	83109
beinelengen	178	18452
beineleu	174	15858
beineleuış	193	35994
beinelı	203	52406
beinelık	226	90257
beinerolik	196	40413
beinesı	165	10047
beinesın	175	16327
beinet	205	55234
beineu	163	9304
beineude	190	32357
beineuden	205	54866
beineudıñ	224	87258
beineuge	185	26014
beineñ	197	41694
beineñdı	214	72363
beiorganikalyq	177	17553
beiqam	227	91283
beiresmi	213	69359
beisekova	226	89670
beisen	183	23283
beisenbaev	226	89571
beisenbai	190	32327
beisenbı	231	87778
beisenbılık	224	87781
beisenova	207	58611
beitanys	195	38412
beitarap	191	33026
beitaraptandyru	223	86880
beiım	190	32632
beiımdelgen	203	51402
beiımdelu	193	36546
beiımdeu	210	64783
beiımdı	222	75193
beiımdılık	216	75196
beiın	216	76089
bej	201	47857
bejın	212	67940
bek	231	762
beka	231	20322
bekamen	186	27097
bekany	180	20324
bekanyn	198	43254
bekarys	231	95747
bekasyl	231	96973
bekağa	181	21127
bekbol	180	20583
bekbolat	231	96126
bekejan	194	37818
bekem	186	27319
beken	159	7345
bekenov	216	74862
beker	231	8751
bekerden	180	20385
bekerge	162	8753
beket	231	97135
bekjan	231	47076
bekjandy	209	61934
bekjannan	212	67236
bekjannyñ	201	48932
bekjanova	213	69330
bekjanğa	200	47078
bekjıgıt	203	52560
bekmūrat	197	41732
beknar	208	60922
beknūr	160	8046
bekoş	231	97388
beksultan	231	97189
beksūltan	231	81153
beksūltanğa	219	81155
bektai	215	73760
bektıñ	212	67260
bektūrsyn	204	52678
beku	201	48223
bekzat	125	765
bekı	226	14983
bekınıs	205	55679
bekıre	219	79990
bekıte	220	38236
bekıtedı	194	38238
bekıtem	225	88643
bekıtemın	225	88645
bekıtetın	217	77319
bekıtpe	218	78191
bekıttı	211	65658
bekıttım	225	88231
bekıtu	173	14985
bekıtuge	205	55464
bekıtıldı	199	45546
bekıtılgen	175	16511
bekıtılıp	219	80406
bel	231	666
belaia	175	16031
belain	231	95852
belasar	229	93030
belbeu	205	54538
belde	203	22895
beldemşe	218	79729
belden	184	24616
beldeu	182	22896
beldı	197	41497
beldık	201	49166
beles	198	6592
belesterden	157	6598
belesterge	206	56482
belesterıñ	216	74877
belestı	219	80909
beleñ	210	63675
belge	189	31199
belgı	140	668
belgıge	211	66092
belgıle	158	2469
belgıledı	209	36091
belgıledım	193	36092
belgılegen	187	27993
belgılei	178	18697
belgıleidı	190	31709
belgıleimın	207	59103
belgıleimız	195	38872
belgıleitın	204	53630
belgıleiık	213	70238
belgılendı	198	43541
belgılenedı	184	24536
belgılengen	162	8903
belgılenu	228	92260
belgılenıp	184	24977
belgılep	141	2470
belgıler	178	18693
belgılerdı	194	37240
belgılerdıñ	202	50246
belgılerı	231	20693
belgılerın	180	20694
belgıleu	179	19386
belgıleñız	191	32952
belgılı	123	670
belgını	199	45561
belgınıñ	210	65168
belgısı	151	1582
belgısın	174	15447
belgısız	134	1583
belgısızdık	209	63097
beliaev	208	59765
belka	191	33817
beloe	198	42784
belok	178	19075
beloktar	203	51965
beloktardyñ	207	58614
belom	189	31355
belosnejka	208	61309
belsendı	141	2614
belsendılıgı	189	30260
belsendılıgın	194	37295
belsendılık	174	15569
belsendılıkke	228	91976
belsendırek	222	85397
belsendıru	223	86641
belsene	178	19124
beluiu	201	49012
belye	177	17346
belyi	231	95221
belym	196	39723
belı	178	6766
belım	157	6767
belımdı	198	42675
belıme	209	62848
belımnen	204	52653
belın	191	30281
belınde	224	87318
belıne	201	30282
belınen	189	30283
belıñ	182	22238
belıñdı	202	50648
belıñe	215	74009
belıñnen	214	72135
belşeden	227	90667
ben	124	704
benen	216	74845
benzin	153	5373
benzindı	221	82990
benzinge	197	41420
benzinnıñ	209	62198
benzol	205	55949
beou	225	89342
bep	231	96287
ber	231	97
berde	201	49051
berdibek	213	69166
berdı	231	2967
berdıbek	231	97408
berdık	231	27972
berdıkter	187	27975
berdım	231	10133
berdıma	165	10134
berdıme	194	37226
berdımğo	197	41281
berdımğoi	207	59387
berdın	193	36309
berdıñ	143	2968
berdıñba	184	24319
berdıñbe	208	60429
berdıñder	189	31301
berdıñderma	225	88949
berdıñız	166	10786
berdıñızba	215	73383
berdıñızder	212	68510
berdığo	189	30115
berdığoi	204	53723
bere	83	98
bereber	202	50067
bered	231	22825
beredı	231	22826
beredığo	182	22828
beredığoi	193	35648
bereg	198	13866
beregen	215	73527
beregi	172	13867
beregite	188	29094
beregu	201	47841
bereinbe	211	65480
bereiık	136	1732
bereiıkpa	203	51439
bereiıkşı	193	35996
bereiın	231	11725
bereiınba	168	11727
bereiınbe	185	26097
bereiındep	209	61844
bereiınşı	185	25736
berek	211	11448
bereke	231	11449
berekeden	214	71571
berekege	187	27875
berekeldı	208	60007
berekelı	231	95890
berekenı	216	61043
berekenıñ	208	61044
berekesı	185	25734
berekesımen	206	57398
berekesın	231	96073
berekesız	228	92025
bereket	167	11450
bereketsız	228	92562
berekettı	197	41407
bereketı	203	38212
bereketın	194	38213
berelı	208	60215
berem	83	99
berema	148	3782
beremba	178	19118
bereme	171	13169
beremena	213	69685
beremennaia	194	37331
beremgo	162	8527
beremğo	170	12926
beremğoi	188	29789
beremın	231	80900
beremınğoi	219	80903
beremız	231	26167
beremızba	185	26169
beremızğoi	215	72725
beren	197	42613
berer	144	3140
berermın	185	25630
berermız	210	65193
berersıñ	181	20871
bererı	198	43536
bererımdı	214	72504
bererın	213	69768
beresalğan	208	60152
beresı	211	437
beresın	157	6754
beresınba	194	38103
beresız	128	999
beresızba	166	10886
beresızbe	170	12981
beresızder	170	13103
beresızderma	207	58527
beresızderme	210	65210
beresızğoi	214	71434
beresıñ	115	438
beresıñba	231	96229
beresıñbe	182	22762
beresıñder	159	7545
beresıñderma	206	56745
beresıñğo	185	26123
beresıñğoi	203	51688
beret	127	903
berete	201	48059
beretın	231	28424
beretındei	199	45749
beretınder	191	33851
beretınmın	204	54224
beretını	198	28425
beretınım	217	64060
beretınımdı	210	64062
beretının	187	28426
beretınıñ	206	56699
beretınıñdı	212	68791
beretıñ	189	30280
bereşek	216	75907
bergee	224	87763
bergei	198	42793
bergeisıñ	224	87251
bergelı	205	55086
bergem	148	4001
bergen	231	5571
bergenbız	198	43206
bergende	154	5573
bergendei	195	39278
bergender	192	34470
bergenderdı	217	77838
bergenderge	214	72647
bergenderı	217	77879
bergendı	185	25686
bergenge	181	21532
bergenmın	183	23270
bergennen	178	18950
bergennıñ	214	72056
bergensız	210	63922
bergensıñ	196	40844
bergenı	166	10594
bergenım	183	23699
bergenımdı	195	38477
bergenımız	215	74344
bergenın	168	11620
bergenıne	189	30912
bergenıñ	180	19946
bergenıñdı	199	45248
bergenıñe	194	37729
bergenıñızge	197	42512
bergenşe	175	15961
bergesın	194	37011
bergı	231	5155
bergım	153	5156
bergın	191	34025
bergısı	180	20622
bergısız	225	88242
bergızıp	221	83726
bergıñ	169	12586
bergıñız	202	49704
bergış	218	79185
beri	231	16086
beriın	175	16088
berkut	206	56586
berl	212	67968
berma	210	65070
berme	231	1364
bermedı	151	4599
bermedık	210	64935
bermedım	175	16009
bermedıñ	164	9627
bermedıñba	203	51901
bermedıñder	210	64184
bermedıñız	187	28371
bermegen	156	6338
bermegende	201	41334
bermegender	197	41335
bermegenge	215	74426
bermegenı	218	78559
bermei	231	2067
bermeidı	138	2069
bermeima	192	34280
bermeimın	152	5124
