token	emoji	emoji_id	group_id	state_id
جوق	😔	3		21
جاقسى	👏	6		30
ماقۇل	😃	16		65
يا	😊	17		89
مىقتى	👍	2		501
كەرەمەت	👏	6		516
بولمايدى	😔	3		646
كۇشتى	👍	2		904
جىندى	😂	8		951
كۇڭىلدى	😝	15		1174
سۇيەم	💕	9		1484
جۇرەك	💕	9		1614
تورت	🎂	5		1731
اپات	👍	2		2143
ۇيالما	😍	14		5547
بۇلادى	😄	4		5906
ساۋعا	💝	11		8680
قىزعانام	😍	14		10385
جىلاما	😭	7		11449
روزا	🌹	10		11740
استىدا	👇	1		18854
قايراتتان	💪	13		39559
حىحى	😂	8		54454
كۇرىكتى	🌹	10		109914
قاتىراسىىڭ	😁	12		113968
