token	weight	state_id
ايىلىقتا	228	96256
ايىلىقتى	221	70608
ايىم	178	13874
ايىمقان	224	110143
ايىمگۇل	220	94293
ايىن	190	11966
ايىنا	178	11967
ايىنالايىن	183	15606
ايىنالىپ	202	34864
ايىندا	202	12825
ايىنىپ	217	67157
ايىپ	182	17430
ايىپقا	226	108504
ايىڭ	187	18023
ايىۇ	211	56281
ايىۋ	191	25856
ايىۋىڭ	211	57583
اييا	208	48822
ايپا	214	61278
ايپاشى	222	91743
ايپاي	225	83998
ايپايمىن	227	98074
ايپون	216	64194
ايپەرى	220	69385
ايپەسە	210	55892
ايگىلى	203	31229
ايگۇل	149	4912
ايگۇلدى	210	33293
ايگۇلدىڭ	194	33294
ايگۇلدە	222	82135
ايگۇلدەر	226	109729
ايگۇلدەن	220	86290
ايگۇلسىن	225	104859
ايگۇلمەن	225	102100
ايگۇلگە	198	31764
ايگەرىم	193	27269
ايۇان	226	110228
ايۇدى	228	109108
ايۇعا	225	104291
ايۇىڭ	197	33400
ايۇڭ	224	110753
ايۋ	141	3412
ايۋان	207	46011
ايۋبار	216	95052
ايۋدا	209	52983
ايۋدان	206	52984
ايۋدى	201	26794
ايۋدىڭ	196	26795
ايۋعا	198	33868
ايۋلار	224	105644
ايۋمەن	221	90380
ايۋى	213	7872
ايۋىم	199	36275
ايۋىڭ	161	7873
ايۋىڭا	216	63726
ايۋىڭدى	213	59381
ايۋىڭنان	224	103735
ايۋىڭىز	224	104440
ايۋڭ	219	88405
ايەل	119	1234
ايەلدى	172	9416
ايەلدىك	222	96694
ايەلدىڭ	168	9417
ايەلدە	195	4777
ايەلدەر	150	4778
ايەلدەردى	194	17777
ايەلدەردىڭ	183	17778
ايەلدەردە	207	40113
ايەلدەردەن	213	63136
ايەلدەرمەن	203	42328
ايەلدەرى	200	36568
ايەلدەرىن	224	106731
ايەلدەرىڭ	221	78638
ايەلدەرگە	190	23993
ايەلدەن	191	23082
ايەلسىڭ	213	64267
ايەلكە	216	68267
ايەلم	225	20555
ايەلمىن	211	49417
ايەلمە	209	20556
ايەلمەن	185	20557
ايەلنىڭ	205	45496
ايەلنە	214	55963
ايەلنەن	227	100790
ايەلى	143	3465
ايەلىدە	221	75237
ايەلىم	165	9527
ايەلىمدى	211	62255
ايەلىمنىڭ	221	80781
ايەلىمنەن	226	106671
ايەلىمە	210	34463
ايەلىمەن	197	34464
ايەلىن	179	15779
ايەلىندە	224	89140
ايەلىنىڭ	193	28533
ايەلىنە	188	20212
ايەلىنەن	207	47418
ايەلىڭ	152	5532
ايەلىڭدى	184	19627
ايەلىڭدە	219	75085
ايەلىڭمەن	206	51106
ايەلىڭنىڭ	205	49083
ايەلىڭنەن	209	52741
ايەلىڭىز	194	33890
ايەلىڭىزبەن	180	33893
ايەلىڭە	187	22833
ايەلڭ	218	44933
ايەلڭدى	209	50654
ايەلڭمەن	223	83766
ايەلڭنىڭ	225	104634
ايەلڭنەن	226	95980
ايەلڭىز	220	80588
ايەلڭىزبەن	211	80591
ايەلڭە	207	44934
ايەلگە	176	13584
ايەم	179	14546
ايەمدى	226	99606
ايەمدە	227	73346
ايەمدەر	214	73347
ايەمنىڭ	212	61923
ايەمە	205	41411
ايەڭ	213	57225
اپا	137	545
اپات	133	2143
اپاتسىڭ	198	29185
اپاتسىڭدار	226	109777
اپاتقوي	228	112242
اپاتى	223	45224
اپادا	220	74310
اپادار	229	104358
اپادان	219	77206
اپار	162	546
اپارا	162	5060
اپارات	193	5805
اپاراتشى	211	75847
اپاراتقا	226	110895
اپاراتن	227	105906
اپاراتىن	154	5807
اپارادى	160	7445
اپارار	217	81708
اپاراسىز	223	99555
اپاراسىڭ	177	14890
اپاراسىڭبا	187	22633
اپاراسىڭدار	222	96701
اپاراسڭ	225	53340
اپاراسڭبا	214	53342
اپارام	152	5061
اپاراما	197	30613
اپارامبا	198	29203
اپارامىز	176	14045
اپارامىزبا	207	46626
اپارامىن	167	9590
اپارامىنبا	227	101786
اپاراىپ	222	83896
اپاراينبا	227	104521
اپارايىق	186	18354
اپارايىن	156	5888
اپارايىنبا	203	39090
اپارتىن	205	44501
اپارتىپ	215	64632
اپاردى	182	13294
اپاردىق	201	30195
اپاردىم	177	13295
اپاردىما	211	52400
اپاردىڭ	197	22642
اپاردىڭبا	188	22644
اپاردىڭدارما	226	90458
اپارسا	188	16278
اپارسادا	226	105140
اپارساق	197	29442
اپارسام	180	16279
اپارساڭ	184	18210
اپارساڭدا	222	83590
اپارساڭدار	227	103234
اپارساڭىز	228	103280
اپارسىن	201	36335
اپارشى	208	51321
اپارعالى	190	23978
اپارعام	192	24578
اپارعامىز	223	90386
اپارعان	171	10671
اپارعاندا	192	23848
اپارعانعا	212	55336
اپارعانىڭ	228	100653
اپارعاي	225	85871
اپارم	222	25886
اپارما	208	25887
اپارمادى	225	53561
اپارمادىم	212	53562
اپارمادىڭ	219	81332
اپارماسا	212	52097
اپارماساق	226	95653
اپارماسام	210	52098
اپارماساڭ	207	53105
اپارماعان	220	87472
اپارماي	192	25888
اپارماياق	211	54868
اپارمايتىن	214	62739
اپارمايدى	205	42418
اپارمايسىڭ	218	79633
اپارمايسىڭبا	217	79635
اپارمايما	225	98387
اپارمايمىن	202	38045
اپارمايىم	224	82737
اپارمىز	225	98140
اپارمىن	215	67078
اپارى	226	547
اپارىپ	101	548
اپارىپتى	206	42977
اپارىڭدار	207	40988
اپارىڭىز	226	99225
اپاريىن	209	48341
اپارپ	163	7829
اپارپتى	219	78773
اپارۋ	212	54475
اپارۋشى	228	104811
اپارۋعا	226	100673
اپاسنا	211	54469
اپاسنىڭ	196	29423
اپاسى	152	5366
اپاسىدا	229	104165
اپاسىمەن	212	56825
اپاسىن	196	17296
اپاسىنا	187	19208
اپاسىنان	227	96518
اپاسىندا	228	107710
اپاسىنىڭ	180	17298
اپاشىم	218	59741
اپاعا	192	23617
اپاعىم	221	110308
اپاق	191	26922
اپالار	198	30575
اپالاردىڭ	225	94665
اپالارى	217	81525
اپالارىڭ	226	103897
اپام	117	1169
اپاما	147	3916
اپامادا	210	45242
اپامدا	174	7356
اپامدار	159	7357
اپامداردا	209	52596
اپامداردان	225	83848
اپامداردى	204	28172
اپامداردىكىنە	217	63678
اپامداردىڭ	194	28173
اپامدارعا	189	21869
اپامدارمەن	222	99521
اپامدى	162	7744
اپامدىكى	226	88596
اپامما	222	83994
اپاممەن	194	28204
اپامنان	187	20682
اپامنىڭ	156	5778
اپامنڭ	221	63496
اپامىز	188	20483
اپامىزدىڭ	200	28643
اپامىنان	226	104141
اپامىنىڭ	216	65618
اپامىنڭ	213	59909
اپامەن	205	38002
اپانى	202	17437
اپانىڭ	184	17438
اپاىم	204	35177
اپاىڭ	226	90002
اپاي	145	3771
اپايدا	219	62646
اپايدار	222	91809
اپايدان	218	62647
اپايدى	210	14821
اپايدىڭ	177	14822
اپايعا	196	28431
اپايلار	201	34201
اپايلارى	218	66227
اپايلارىم	218	89361
اپايلارىڭ	224	94786
اپايم	225	44834
اپايما	221	85521
اپايمنىڭ	202	44837
اپايمىز	224	91046
اپايمەن	223	94435
اپاينىڭ	214	70318
اپايى	180	9159
اپايىم	165	9160
اپايىما	213	59903
اپايىمدى	221	98563
اپايىمنىڭ	196	36960
اپايىمىز	222	85929
اپايىن	222	55574
اپايىنا	222	80227
اپايىنىڭ	206	55576
اپايىڭ	180	14499
اپايىڭا	214	61270
اپايىڭدى	217	73481
اپايىڭنىڭ	215	64370
اپاڭ	138	2543
اپاڭا	167	8542
اپاڭدا	195	18931
اپاڭدار	184	18932
اپاڭداردىڭ	228	103930
اپاڭدارعا	218	75134
اپاڭدى	180	14900
اپاڭمەن	204	39851
اپاڭنان	202	32461
اپاڭنىڭ	175	11862
اپاڭىز	205	37837
اپاۋ	219	62296
اپباق	208	51679
اپباي	226	100741
اپتا	135	2505
اپتادا	154	5370
اپتادان	177	14829
اپتاداي	201	36087
اپتاسنا	213	60022
اپتاسىنا	193	21251
اپتاعا	186	19296
اپتالىق	200	28969
اپتان	192	7265
اپتانىڭ	170	7267
اپتاپ	228	107554
اپتتا	227	101483
اپتتى	222	80842
اپتوبوز	188	22229
اپتوبوزبەن	217	72703
اپتوبوزعا	210	51490
اپتوبىز	218	84488
اپتورى	223	86494
اپتول	213	49177
اپتونوم	223	98296
اپتى	166	8316
اپتىم	212	48360
اپتە	183	2387
اپتەدە	204	44429
اپتەدەن	224	90116
اپتەر	223	86354
اپتەن	135	2388
اپتەنىڭ	224	107539
اپدان	224	91749
اپدەن	179	14897
اپراي	225	96454
اپرىپ	228	110369
اپرەتسيا	212	56178
اپرەس	189	20743
اپسىڭ	194	25956
اپكە	179	15498
اپكەسى	218	77420
اپكەم	195	30873
اپكەمنىڭ	221	85014
اپكەڭ	217	76533
اپىراتسيا	222	86655
اپىراي	193	26584
اپىراۋ	216	75331
اپىرىپ	227	95588
اپىرەتسيا	204	38418
اپىرەس	162	6500
اپىرەستەن	209	50241
اپىرەسكە	206	45100
اپىرەسى	222	81145
اپىش	221	88233
اپپا	224	7345
اپپارىپ	219	81397
اپپاعىم	172	17119
اپپاق	160	7346
اپپاي	161	8010
اپپايدىڭ	201	44090
اپپايعا	214	69212
اپپايلار	227	102799
اپپايىم	193	26993
اپپايىما	224	79824
اپپايىڭ	220	89969
اپپىن	219	65943
اپۇش	214	58449
اپۇشىڭدى	224	87447
اپەر	212	18008
اپەراتسيا	228	107681
اپەرتسيا	210	50470
اپەردىم	225	94058
اپەرىپ	210	52106
اپەرگەن	218	71366
اپەرە	226	18009
اپەرەتسيا	184	18013
اپەرەس	210	53142
اپەرەم	204	40276
اپەرەيىن	208	41698
اپەك	226	1637
اپەكە	125	1638
اپەكەسنىڭ	210	61392
اپەكەسنە	227	108168
اپەكەسى	166	9655
اپەكەسىن	213	36604
اپەكەسىنىڭ	197	36606
اپەكەسىنە	209	47831
اپەكەلى	222	84387
اپەكەلەر	194	25640
اپەكەلەرى	214	48087
اپەكەلەرىم	210	48088
اپەكەلەرىڭ	223	91284
اپەكەم	144	3774
اپەكەمدى	199	36400
اپەكەمدە	212	31036
اپەكەمدەر	195	31037
اپەكەمدەردىڭ	225	106445
اپەكەممەن	216	65158
اپەكەمنىڭ	172	13547
اپەكەمنەن	211	53761
اپەكەمىز	194	27398
اپەكەمىزدىڭ	208	50229
اپەكەمە	184	18312
اپەكەمەن	228	97648
اپەكەنىڭ	207	51425
اپەكەڭ	164	8487
اپەكەڭدى	203	39435
اپەكەڭدە	222	92105
اپەكەڭدەر	230	109799
اپەكەڭمەن	223	97675
اپەكەڭنىڭ	199	35217
اپەكەڭنەن	222	82188
اپەكەڭىز	228	105412
اپەكەڭە	195	28424
اپەكەگە	223	100103
اپەگە	205	40157
اپەگەم	213	52035
اچىق	224	103720
اچىپ	223	94835
اڭ	181	699
اڭدار	228	86095
اڭدى	214	5490
اڭدىعان	212	51964
اڭدىماي	220	86641
اڭدىيدى	224	94564
اڭدىپ	153	5491
اڭديتىن	219	73413
اڭديدى	210	46696
اڭدپ	220	79114
اڭسا	221	4954
اڭساتىپ	226	95452
اڭسادىم	208	46753
اڭسادىڭبا	227	112027
اڭسار	170	9691
اڭساردى	215	37824
اڭساردىڭ	202	37825
اڭسارعا	209	49727
اڭسارىم	221	87007
اڭساعان	189	24163
اڭساعاندا	219	78284
اڭساعانىم	226	103078
اڭساي	226	53156
اڭسايتىن	224	96988
اڭسايدى	215	72487
اڭسايسىڭ	227	99347
اڭسايمىن	210	53159
اڭساپ	151	4955
اڭساۋ	224	91453
اڭعار	229	50679
اڭعارماي	214	50682
اڭقاۇ	224	87578
اڭقاۋ	185	17559
اڭقىلداعان	217	75842
اڭقىلداپ	220	75113
اڭقىپ	222	68348
اڭقيىپ	220	80370
اڭكمە	189	23159
اڭكمەلەسىپ	219	77232
اڭكىمە	174	12506
اڭكىمەلەسىپ	206	46319
اڭلىپ	222	90484
اڭمە	223	91061
اڭىراپ	211	53785
اڭىرىپ	222	87213
اڭىز	197	32978
اڭىزدا	199	45178
اڭىزدان	222	100995
اڭىزعا	201	43528
اڭىس	216	83629
اڭىمە	227	108415
اڭىگىمە	224	104007
اڭگمە	146	3957
اڭگمەدە	217	70154
اڭگمەسى	215	53614
اڭگمەسىن	212	53615
اڭگمەلەسىپ	176	14756
اڭگمەلەسپ	211	61277
اڭگمەلەسە	223	37184
اڭگمەلەسەيىك	204	37187
اڭگمەلەسەيىن	225	91020
اڭگمەنى	204	37480
اڭگمەڭ	220	50942
اڭگمەڭدى	211	50944
اڭگىمە	104	703
اڭگىمەايت	217	110443
اڭگىمەايتىپ	226	110445
اڭگىمەدە	196	31581
اڭگىمەدەن	219	82272
اڭگىمەسى	192	20620
اڭگىمەسىن	188	20621
اڭگىمەلەر	216	68444
اڭگىمەلەردى	223	91833
اڭگىمەلەرىڭ	222	83604
اڭگىمەلەرىڭدى	224	99170
اڭگىمەلەس	209	4238
اڭگىمەلەسسەك	212	59410
اڭگىمەلەسسەم	227	102041
اڭگىمەلەسكىم	209	63370
اڭگىمەلەسكەن	224	99054
اڭگىمەلەسىپ	151	4240
اڭگىمەلەسپ	222	93494
اڭگىمەلەسە	204	12262
اڭگىمەلەسەتىن	213	64529
اڭگىمەلەسەم	222	66999
اڭگىمەلەسەمىز	218	67001
اڭگىمەلەسەيىك	173	12265
اڭگىمەلەسەيىكشى	225	97254
اڭگىمەلەسەيىن	205	40861
اڭگىمەم	208	52338
اڭگىمەمدى	223	86336
اڭگىمەمىز	209	54008
اڭگىمەمىزدى	223	90136
اڭگىمەنى	178	15416
اڭگىمەنىڭ	207	44414
اڭگىمەڭ	198	21930
اڭگىمەڭدى	187	21932
اڭگىمەگە	208	48804
اڭگەمە	219	79468
اڭەڭ	223	85149
اگام	221	73594
اگدە	226	21017
اگدەر	188	21018
اگدەرگە	223	89860
اگدەن	215	58315
اگلەر	223	93834
اگمە	217	58317
اگنى	184	15915
اگنىڭ	210	51131
اگىدە	212	13785
اگىدەر	177	13786
اگىدەردى	220	73858
اگىدەردىڭ	224	88511
اگىدەرگە	215	72382
اگىدەن	202	33423
اگىرەۋ	221	75603
اگىسى	227	92461
اگىلەر	194	27703
اگىلەرگە	226	97007
اگىم	224	48857
اگىمە	209	48858
اگىمەن	222	79369
اگىندەي	210	46264
اگىنى	166	7865
اگىنىڭ	199	28793
اگىڭ	179	14062
اگىڭدى	210	52945
اگىڭە	223	85109
اگىگە	196	25928
اگگى	221	91986
اگگە	210	43700
اگەسى	223	77647
اگەلىپ	217	78686
اگەم	211	51885
اگەپ	195	27660
اگەڭ	217	71269
اۆتوبوز	199	35388
اۆتوبوزعا	228	104270
اۆتورى	219	74665
اۆتوماتتى	221	66560
اۆتونوميالى	212	66415
اۆدانعا	222	91772
اۆىرىپ	216	70440
اۇاشا	212	61846
اۇتىپ	223	81036
اۇتەۋ	227	99983
اۇدارىپ	208	39312
اۇدان	188	5069
اۇدانان	203	40506
اۇداندا	171	13078
اۇدانداعى	218	71059
اۇداندامىن	220	87716
اۇدانعا	150	5071
اۇدانقا	211	55856
اۇداننان	171	11279
اۇداننىڭ	225	101549
اۇدانى	212	56949
اۇدانىڭ	223	84889
اۇراتىن	222	91314
اۇرادى	197	30661
اۇرتىپ	203	37491
اۇردى	206	47325
اۇردىم	219	76779
اۇرسا	219	65491
اۇرعان	212	56524
اۇرعاندا	213	59238
اۇرعانى	221	92353
اۇرمايدى	228	106239
اۇرىپ	156	6045
اۇرپ	188	22339
اۇرۇ	195	26804
اۇرە	187	20254
اۇرەلەپ	206	48139
اۇزى	202	31190
اۇزىم	210	43499
اۇزىما	221	88404
اۇزىمدى	221	66494
اۇزىن	205	40289
اۇزىنا	210	54728
اۇزىنان	220	80614
اۇزىڭ	207	31191
اۇزىڭا	210	50695
اۇزىڭدى	203	38551
اۇزىڭنان	198	31194
اۇزڭنان	227	95172
اۇستىرىپ	211	46425
اۇسىپ	223	90061
اۇعان	227	111165
اۇلاق	190	25964
اۇلاپ	229	106957
اۇلدا	206	43173
اۇلداستار	207	48423
اۇلدان	215	66190
اۇلعا	199	30404
اۇلى	224	90943
اۇليە	223	105352
اۇليەگە	227	105354
اۇناپ	221	80665
اۇىر	177	2951
اۇىراتىن	217	73268
اۇىرادى	190	22503
اۇىرتىپ	193	26027
اۇىرتپا	225	101141
اۇىرتپاي	227	101142
اۇىردى	197	29296
اۇىردىم	210	55171
اۇىرسا	211	49458
اۇىرعان	203	35466
اۇىرعاندا	203	36644
اۇىرعانى	210	51418
اۇىرمايدى	221	78793
اۇىرىپ	140	2953
اۇىرىۇ	219	68029
اۇىرپ	204	42757
اۇىرۇ	193	25067
اۇىرە	197	31000
اۇىرەلەپ	218	84416
اۇىز	172	8821
اۇىزدان	225	99498
اۇىزعا	225	101758
اۇىستىرىپ	213	55166
اۇىسىپ	224	107099
اۇىل	191	22779
اۇىلدا	197	27931
اۇىلداستار	189	27935
اۇىلدان	208	49645
اۇىلدىڭ	217	69324
اۇىلعا	191	22781
اۇىلى	219	75520
اۇىپ	209	48330
اۇيتانعا	224	90727
اۇيتاننان	229	110797
اۇەلى	193	23968
اۇەلەي	223	78611
اۋ	112	373
اۋا	172	10641
اۋادا	220	61798
اۋاداي	221	61799
اۋاراي	213	16233
اۋارايى	188	16234
اۋازىن	224	97173
اۋاسى	200	39428
اۋاسىن	225	92950
اۋاشا	174	13746
اۋاشادا	222	91751
اۋاشالاپ	224	98177
اۋاعا	227	96952
اۋام	219	76856
اۋباكىر	216	60217
اۋتوبوز	221	85680
اۋجانىم	213	52538
اۋدا	215	1107
اۋدار	218	8038
اۋدارا	211	44677
اۋداراتىن	222	63286
اۋدارتىپ	222	60313
اۋدارشى	208	50335
اۋدارعان	221	63598
اۋدارلىپ	228	109942
اۋدارما	221	76075
اۋدارماشى	222	76972
اۋدارىلىپ	216	74157
اۋدارىپ	168	8040
اۋدارپ	225	89198
اۋدان	149	1108
اۋدانان	187	23101
اۋدانباي	232	110679
اۋداندا	137	2982
اۋدانداسىڭبا	198	32976
اۋدانداعى	182	16675
اۋدانداما	199	37416
اۋداندامىن	187	23576
اۋداندى	213	13203
اۋداندىق	177	13204
اۋداندىكى	216	72859
اۋدانعا	115	1110
اۋدانقا	193	25830
اۋداننا	204	2095
اۋداننان	131	2096
اۋدانندا	216	77598
اۋداننىڭ	184	20459
اۋدانى	152	5582
اۋدانىنا	207	19938
اۋدانىنان	181	19939
اۋدانىندا	206	40419
اۋدانىنداعى	226	104263
اۋدانىنىڭ	218	67219
اۋدانىڭ	196	31140
اۋداڭعا	222	94066
اۋدى	213	56507
اۋدە	215	69765
اۋدەيمىن	222	79402
اۋر	176	1774
اۋرا	206	9651
اۋرات	214	25815
اۋراتىن	195	25817
اۋرادى	168	9653
اۋراسىڭ	211	58119
اۋراما	213	55779
اۋراياق	221	88360
اۋرايى	218	60117
اۋرتا	222	50396
اۋرتاتىن	217	69797
اۋرتادى	209	50398
اۋرتاسىڭ	228	105793
اۋرتبا	219	69263
اۋرتباشى	218	74455
اۋرتباي	216	69264
اۋرتتى	220	75417
اۋرتقان	222	79991
اۋرتقىم	216	65078
اۋرتىپ	175	12729
اۋرتپ	214	46581
اۋرتپا	208	46582
اۋرتپاشى	212	59747
اۋرتپاي	207	46583
اۋردى	176	12963
اۋردىم	192	25161
اۋردىما	219	66664
اۋردىڭ	225	97878
اۋرسا	193	23250
اۋرسادا	225	85636
اۋرسام	222	88842
اۋرساڭ	210	51799
اۋرعالى	225	83429
اۋرعان	184	16722
اۋرعاندا	185	17757
اۋرعانى	194	26575
اۋرعانىن	219	63571
اۋرلاپ	227	92152
اۋرلەپ	225	98397
اۋرما	219	44159
اۋرمادى	225	106728
اۋرماسا	219	65241
اۋرماسىن	227	107878
اۋرماعان	218	68015
اۋرماي	212	44160
اۋرمايتىن	221	68292
اۋرمايدى	206	44162
اۋرى	223	1775
اۋرىپ	129	1776
اۋرىۋ	210	46430
اۋرپ	161	7131
اۋرۋ	156	5743
اۋرۋدان	218	76288
اۋرۋدى	211	44452
اۋرۋدىڭ	208	44453
اۋرۋعا	212	51444
اۋرۋلار	221	72263
اۋرۋى	195	28217
اۋرۋىم	223	91814
اۋرۋىن	216	83419
اۋرۋىنا	223	84990
اۋرۋىڭ	225	97404
اۋرە	148	4455
اۋرەسى	201	38772
اۋرەشىلىك	220	81944
اۋرەلەدىك	229	111388
اۋرەلەدىم	198	33494
اۋرەلەمەي	224	53471
اۋرەلەمەيمىن	226	99637
اۋرەلەمەيىن	208	53473
اۋرەلەيتىن	205	47149
اۋرەلەپ	170	11681
اۋرەگە	223	93488
اۋز	176	7105
اۋزبەن	220	76618
اۋزدا	214	45114
اۋزدان	208	45115
اۋزدى	206	40011
اۋزعا	206	40959
اۋزما	216	65732
اۋزمدى	218	59000
اۋزمنان	227	102127
اۋزنا	203	39244
اۋزنان	214	62703
اۋزندا	223	99872
اۋزى	166	7106
اۋزىم	178	11903
اۋزىما	188	21163
اۋزىمدا	216	71403
اۋزىمدى	189	18441
اۋزىمنان	199	32858
اۋزىمنىڭ	223	87168
اۋزىمەن	220	74138
اۋزىن	171	9306
اۋزىنا	175	12815
اۋزىنان	185	18282
اۋزىندا	196	34321
اۋزىنداعى	221	86619
اۋزىننان	226	105617
اۋزىنىڭ	218	66436
اۋزىڭ	176	9984
اۋزىڭا	174	12868
اۋزىڭدا	216	63941
اۋزىڭدى	172	10343
اۋزىڭمەن	212	60316
اۋزىڭنان	167	9987
اۋزىڭنىڭ	220	79071
اۋزڭا	206	44212
اۋزڭدى	204	37005
اۋزڭنان	205	41229
اۋس	222	9036
اۋسا	219	69497
اۋساتىن	220	69500
اۋسترىپ	197	26061
اۋسترپ	220	72271
اۋستىر	221	9039
اۋستىرا	225	62056
اۋستىراتىن	219	62059
اۋستىرام	224	77592
اۋستىرايىن	225	82890
اۋستىردىم	222	77221
اۋستىرىپ	170	9041
اۋستىرپ	223	61796
اۋسقان	225	69706
اۋسىل	218	55118
اۋسىپ	185	17643
اۋشا	208	59389
اۋعا	224	34340
اۋعان	197	34341
اۋقات	225	87629
اۋقاتتى	225	88199
اۋكەن	223	93403
اۋكەي	224	88048
اۋلا	203	4967
اۋلادا	208	51953
اۋلاسى	205	42365
اۋلاسىندا	225	90349
اۋلاعا	217	52487
اۋلاق	151	4968
اۋلاققا	227	103591
اۋلاقپىن	227	79692
اۋلانىڭ	218	56307
اۋلاپ	194	28795
اۋلدا	183	17080
اۋلداستار	183	17084
اۋلداعى	215	63348
اۋلدان	192	25614
اۋلدىق	211	47824
اۋلدىققا	227	84226
اۋلدىڭ	203	44709
اۋلعا	175	11829
اۋلى	198	34457
اۋلىم	225	110016
اۋلىنا	226	110738
اۋلىنان	227	110739
اۋلىندا	230	112727
اۋلىيە	224	70030
اۋلىيەگە	219	70032
اۋلىڭا	222	88364
اۋليە	194	30212
اۋليەدە	220	47661
اۋليەدەن	208	47662
اۋليەگە	199	30214
اۋماعان	223	76871
اۋماي	193	19795
اۋمايتىن	226	96477
اۋمايدى	193	24922
اۋميىن	198	16167
اۋناتىپ	225	93738
اۋناقشىپ	218	66797
اۋناپ	182	18493
اۋىر	137	375
اۋىرا	191	4716
اۋىرات	207	13572
اۋىراتىن	178	13574
اۋىرادى	151	4718
اۋىراسىڭ	195	28261
اۋىرام	217	29328
اۋىراما	198	29329
اۋىرامىن	226	93077
اۋىراياق	208	40078
اۋىرتا	206	24881
اۋىرتاتىن	198	32428
اۋىرتادى	192	24883
اۋىرتاسىڭ	211	53797
اۋىرتبا	209	38406
اۋىرتباشى	210	48376
اۋىرتباي	204	38407
اۋىرتبايمىن	223	93590
اۋىرتتى	203	39602
اۋىرتتىم	219	73286
اۋىرتتىڭ	209	56023
اۋىرتقان	205	39025
اۋىرتقانشا	225	97347
اۋىرتقىم	198	32099
اۋىرتىپ	148	4271
اۋىرتىڭ	221	86372
اۋىرتپ	225	9289
اۋىرتپا	185	9290
اۋىرتپاشى	163	9292
اۋىرتپالىق	223	84002
اۋىرتپاي	187	18068
اۋىرتپايتىن	224	102197
اۋىرتپايدى	225	94107
اۋىرتپايمىن	212	56046
اۋىرتپايىن	223	92445
اۋىردى	159	6074
اۋىردىم	172	11626
اۋىردىما	196	28776
اۋىردىڭ	208	45360
اۋىردىڭبا	224	88588
اۋىرسا	173	10544
اۋىرسادا	207	43436
اۋىرسام	206	44720
اۋىرسامدا	221	86991
اۋىرساڭ	194	25540
اۋىرسىنىپ	212	60962
اۋىرعالى	207	42054
اۋىرعام	216	68121
اۋىرعان	162	7065
اۋىرعاندا	164	7688
اۋىرعاندى	212	56017
اۋىرعانعا	215	47267
اۋىرعاننان	212	48295
اۋىرعانى	169	9990
اۋىرعانىم	223	97061
اۋىرعانىمدى	226	97353
اۋىرعانىن	196	28077
اۋىرعانىڭ	214	63730
اۋىرعانىڭدى	225	106074
اۋىرعىشتاپ	223	75251
اۋىرلاسىپ	210	47478
اۋىرلاپ	208	45586
اۋىرلاۋ	217	66653
اۋىرلەپ	223	85099
اۋىرما	200	18257
اۋىرمادى	207	42837
اۋىرمادىم	222	83840
اۋىرمادىما	220	83841
اۋىرماسا	200	31889
اۋىرماسام	226	89248
اۋىرماساڭ	227	103707
اۋىرماسىن	209	45421
اۋىرماشى	222	77943
اۋىرماعان	197	30578
اۋىرماعاندا	222	85559
اۋىرماي	192	18258
اۋىرمايتىن	200	30150
اۋىرمايدى	185	18260
اۋىرمايما	212	52996
اۋىرى	211	376
اۋىرىپ	95	377
اۋىرىپتى	218	62195
اۋىرىۋ	195	25701
اۋىرپ	177	13461
اۋىرۋ	148	4016
اۋىرۋدان	212	51028
اۋىرۋدى	206	26297
اۋىرۋدىڭ	194	26298
اۋىرۋشاڭ	224	90763
اۋىرۋعا	207	38900
اۋىرۋلار	219	71832
اۋىرۋى	191	24699
اۋىرۋىم	215	65938
اۋىرۋىن	209	40479
اۋىرۋىنا	222	81062
اۋىرۋىنىڭ	228	91106
اۋىرۋىڭ	217	64501
اۋىرۋىڭدى	226	103659
اۋىرە	157	6305
اۋىرەسى	210	54510
اۋىرەلەدىم	210	47755
اۋىرەلەمەيىن	216	75192
اۋىرەلەيتىن	217	67277
اۋىرەلەپ	175	14706
اۋىز	131	1579
اۋىزبەن	202	35586
اۋىزدا	196	24851
اۋىزدارى	223	73753
اۋىزدارىن	225	79449
اۋىزدارىنا	225	97838
اۋىزداعى	228	102680
اۋىزدان	192	24852
اۋىزدى	187	17382
اۋىزدىڭ	216	66406
اۋىزشا	220	80104
اۋىزعا	186	19824
اۋىزنا	224	93689
اۋىزى	185	16500
اۋىزىم	195	24096
اۋىزىما	207	43035
اۋىزىمدى	207	38799
اۋىزىمنان	219	79460
اۋىزىن	187	17656
اۋىزىنا	190	23899
اۋىزىنان	201	33592
اۋىزىندا	211	63991
اۋىزىڭ	194	21544
اۋىزىڭا	193	21545
اۋىزىڭدى	192	22841
اۋىزىڭنان	195	28428
اۋىس	205	9245
اۋىساتىن	221	73625
اۋىسترىپ	219	66152
اۋىستىر	220	9248
اۋىستىرا	223	59092
اۋىستىراتىن	218	59095
اۋىستىرام	224	82702
اۋىستىرايىن	226	76489
اۋىستىردىم	223	78768
اۋىستىرىپ	170	9250
اۋىسىپ	186	19972
اۋىل	150	3698
اۋىلدا	155	4674
اۋىلدارىڭا	216	75645
اۋىلداس	216	4675
اۋىلداستار	147	4678
اۋىلداسىڭبا	217	68759
اۋىلداعى	188	22444
اۋىلداعىلار	229	109126
اۋىلداما	217	71119
اۋىلدامىن	208	49874
اۋىلدان	166	9307
اۋىلدى	208	12800
اۋىلدىعى	194	18916
اۋىلدىق	179	14676
اۋىلدىقتا	200	30858
اۋىلدىقتاعى	226	93122
اۋىلدىقتان	211	51001
